,L,R,F,M,C
5920,3147,143,32,44155,0.698980183
5921,1307,18,35,34693,0.8893883490000001
5922,1787,10,42,37738,0.817623085
5923,2335,6,30,40074,0.7698390479999999
5924,2399,5,34,37892,0.8140816
5925,3299,7,53,47692,0.6467369789999999
5926,804,30,19,51722,0.596333282
5927,2382,294,19,39210,0.786508034
5928,2140,4,46,34667,0.889269911
5929,1815,346,40,37749,0.816581896
5930,1477,113,28,53589,0.575186326
5931,1871,40,19,21476,1.4352104669999999
5932,2857,6,44,39686,0.77658469
5933,2341,5,28,45170,0.6822742970000001
5934,1578,64,20,54022,0.5703831770000001
5935,1216,22,24,39696,0.7760399029999999
5936,684,149,4,32508,0.9475
5937,2836,61,15,43492,0.70816334
5938,2384,4,25,43955,0.700662951
5939,986,84,40,41800,0.736535646
5940,2590,3,34,32059,0.960319099
5941,570,3,34,41526,0.7413095409999999
5942,2703,2,19,46453,0.662679267
5943,1173,6,45,41907,0.734476818
5944,3165,103,26,33058,0.931028495
5945,883,3,26,36076,0.8531231290000001
5946,1083,16,42,41977,0.733186983
5947,2614,1,45,43049,0.7149278729999999
5948,1325,90,33,53495,0.575275446
5949,1023,28,29,45951,0.669500555
5950,2839,67,24,44064,0.697808642
5951,3125,26,38,38714,0.794169551
5952,1066,3,27,41368,0.7431879709999999
5953,2177,126,28,36814,0.8350852940000001
5954,2658,76,40,37770,0.8136698440000001
5955,2670,33,34,41581,0.7388208559999999
5956,1471,16,31,40147,0.765026777
5957,2440,115,33,44332,0.692801588
5958,953,626,5,41559,0.7390096009999999
5959,2788,50,17,22042,1.3932129569999998
5960,1956,73,7,40158,0.764683998
5961,1153,242,35,38005,0.807756611
5962,1064,25,55,38669,0.793734257
5963,2476,38,27,50596,0.606622856
5964,2384,10,38,33215,0.923893723
5965,1133,30,34,51545,0.595321758
5966,2932,44,26,49165,0.62412875
5967,3151,8,20,25851,1.186758733
5968,1982,7,22,34321,0.893807873
5969,645,3,19,23235,1.320228535
5970,1405,81,25,31710,0.9673181959999999
5971,1212,73,30,40227,0.7625109999999999
5972,416,17,28,37974,0.807660768
5973,1767,20,33,37756,0.812275665
5974,2680,3,47,48666,0.630157399
5975,3090,21,25,46710,0.656541212
5976,3282,14,31,37730,0.8127256820000001
5977,837,263,26,39411,0.778048007
5978,622,9,52,36764,0.833966924
5979,716,51,22,38086,0.804924382
5980,1156,3,36,34655,0.88442043
5981,1730,1,22,35477,0.86391183
5982,1292,6,30,37083,0.826435833
5983,2526,45,12,22638,1.353710133
5984,852,12,45,44316,0.69149991
5985,2307,53,27,40444,0.757670359
5986,1543,108,23,33205,0.9226866440000001
5987,1139,34,21,39298,0.779621355
5988,2584,64,8,44346,0.6908099940000001
5989,3268,27,27,39739,0.770859106
5990,832,7,33,38056,0.804928001
5991,1721,27,28,41376,0.7403183000000001
5992,1073,16,31,33493,0.9144809359999999
5993,1498,145,16,32228,0.950348765
5994,3237,28,27,38100,0.803854856
5995,1623,28,14,47044,0.650948474
5996,872,4,35,45981,0.665973554
5997,1112,160,13,45038,0.679872996
5998,2112,296,29,44901,0.681838935
5999,2475,12,33,42937,0.7130255959999999
6000,2045,6,32,44741,0.6841914570000001
6001,2426,10,32,41029,0.7460679029999999
6002,2868,17,20,44208,0.692412685
6003,2809,33,31,39883,0.767491914
6004,650,42,39,44906,0.681574845
6005,2175,64,24,37001,0.82696846
6006,2299,8,37,51643,0.592304475
6007,3293,14,24,41751,0.732591555
6008,861,119,16,48236,0.634088233
6009,2747,31,22,48665,0.628454125
6010,1606,50,28,47675,0.641434504
6011,2301,137,33,42564,0.718315478
6012,1108,150,31,36910,0.828173395
6013,1949,18,27,42540,0.7184283029999999
6014,430,3,24,42684,0.71592236
6015,1770,115,23,47897,0.637986304
6016,2932,37,32,44924,0.680194106
6017,876,1,24,34813,0.877744808
6018,2171,11,33,36351,0.840588705
6019,978,19,34,44228,0.690876368
6020,1811,14,21,34780,0.878443071
6021,3064,3,44,38795,0.7875262279999999
6022,495,177,14,37138,0.822636383
6023,720,26,25,43533,0.701738911
6024,393,2,48,39588,0.7716669190000001
6025,605,13,23,37315,0.818662736
6026,2845,1,36,40225,0.759307147
6027,1370,9,31,40085,0.761753274
6028,2530,1,34,45500,0.671081319
6029,525,17,26,40430,0.755165966
6030,1131,49,6,37836,0.8067480709999999
6031,2933,71,27,45372,0.67259367
6032,1999,85,22,43955,0.694265499
6033,2096,11,29,45266,0.6741565409999999
6034,509,34,7,41115,0.7421133409999999
6035,497,18,35,41300,0.738777482
6036,895,238,11,45640,0.668441718
6037,1600,13,33,41770,0.7303162559999999
6038,2876,141,20,44524,0.6851309409999999
6039,2411,44,33,24434,1.248312597
6040,2072,450,7,39282,0.7761570179999999
6041,3296,25,31,47432,0.642752572
6042,847,170,27,44309,0.688049606
6043,725,372,26,39582,0.7700924659999999
6044,3190,11,14,41845,0.728443542
6045,2438,12,32,44862,0.67931189
6046,680,6,33,44962,0.6776764820000001
6047,1576,31,40,51594,0.5905601429999999
6048,1116,6,9,28138,1.0827969290000001
6049,1222,10,25,40076,0.760244785
6050,2614,1,15,38487,0.7914945309999999
6051,1321,48,16,40076,0.760007236
6052,1349,26,27,23972,1.270563991
6053,715,191,23,29931,1.017535331
6054,2628,33,36,50972,0.5974862670000001
6055,692,13,19,28661,1.062548062
6056,1704,6,23,45244,0.673081293
6057,3321,44,7,45004,0.676668741
6058,2245,173,32,34286,0.8881120570000001
6059,930,203,10,50829,0.599022212
6060,3253,154,34,48486,0.627915687
6061,430,17,21,37082,0.8209851140000001
6062,1262,18,35,43210,0.70448623
6063,839,6,50,38293,0.7949442459999999
6064,3260,178,26,41156,0.739553164
6065,2646,13,42,34862,0.873036831
6066,2707,2,21,21882,1.390818481
6067,1035,69,28,41428,0.7346125809999999
6068,1609,114,17,26533,1.1469238309999998
6069,746,4,27,50456,0.603096956
6070,944,392,26,61561,0.49425041799999997
6071,587,167,37,44600,0.6820134529999999
6072,845,39,37,55855,0.544488228
6073,837,1,32,41420,0.7342247709999999
6074,2591,22,42,44914,0.677095115
6075,424,2,26,48686,0.624590231
6076,705,307,4,40544,0.75
6077,983,5,27,35784,0.8497557570000001
6078,1404,18,26,47856,0.635341232
6079,1878,22,28,49964,0.6084969179999999
6080,2564,71,12,24127,1.2601085920000001
6081,439,70,5,40630,0.748002707
6082,752,3,26,46717,0.650479055
6083,1462,30,31,36540,0.831568966
6084,2744,337,18,21188,1.434061733
6085,3040,12,53,43626,0.696437675
6086,1833,59,16,45695,0.664812562
6087,1608,47,35,32604,0.9317086859999999
6088,2302,32,32,51110,0.594252592
6089,2913,63,31,35969,0.844228085
6090,1336,15,23,30689,0.9893870770000001
6091,2768,48,27,45202,0.671696385
6092,1428,22,17,49421,0.614216022
6093,404,28,19,38905,0.780074541
6094,1633,8,45,34687,0.87470205
6095,2673,27,27,46895,0.646773856
6096,2491,39,28,44769,0.677390605
6097,3121,88,25,40716,0.74479664
6098,1516,5,57,40590,0.747011086
6099,514,15,38,44318,0.684126089
6100,1151,11,23,43575,0.6957714290000001
6101,2238,213,6,36128,0.8389581490000001
6102,2257,42,35,49007,0.618429612
6103,827,119,13,23663,1.2807704009999998
6104,968,8,33,39565,0.765977253
6105,2493,110,25,37806,0.801609797
6106,3250,633,8,24303,1.246948936
6107,674,47,15,43786,0.69209519
6108,1028,297,14,39716,0.762951959
6109,875,18,26,42778,0.7083206320000001
6110,986,14,29,41679,0.7267698359999999
6111,859,16,60,45019,0.67271241
6112,386,24,29,42863,0.706447752
6113,568,94,30,50972,0.593916268
6114,1121,32,37,53324,0.567695222
6115,631,108,20,51893,0.583255738
6116,3030,5,37,53430,0.566355605
6117,1207,298,22,36267,0.8343700890000001
6118,2334,9,38,46493,0.650821844
6119,2843,165,12,31251,0.9681910979999999
6120,2219,38,30,35061,0.862849035
6121,1208,15,8,41198,0.734264285
6122,2066,2,42,39448,0.766679173
6123,990,110,17,41243,0.733286133
6124,2310,30,31,40734,0.742389895
6125,2866,10,11,33428,0.904544693
6126,723,90,31,40226,0.751669567
6127,2961,7,28,41619,0.726461472
6128,797,124,37,40947,0.738279239
6129,1075,20,32,47640,0.634504618
6130,1307,2,103,36276,0.833222792
6131,1567,16,19,42288,0.714760689
6132,1396,8,21,40584,0.744602799
6133,1403,1,50,43619,0.6927121209999999
6134,2117,196,11,43286,0.697951763
6135,1611,8,34,37348,0.80889472
6136,3253,8,27,47072,0.641736489
6137,1511,5,38,41919,0.720592094
6138,2867,33,14,28506,1.0596341120000001
6139,554,33,30,38470,0.7851746820000001
6140,404,15,37,33602,0.898896197
6141,674,3,39,46400,0.650915948
6142,1151,36,42,36163,0.835171308
6143,590,7,34,40603,0.7438058759999999
6144,2441,2,31,39195,0.770497257
6145,1494,10,27,43774,0.689821127
6146,2365,133,33,43859,0.68840352
6147,2615,1,34,49003,0.6161310529999999
6148,1001,3,21,45082,0.669702542
6149,496,2,27,45915,0.6574234999999999
6150,518,27,33,49121,0.614457971
6151,1800,20,41,39710,0.7600470909999999
6152,1245,9,35,32655,0.924
6153,590,26,33,48024,0.628263577
6154,3241,183,34,49108,0.614280769
6155,874,2,34,45023,0.669970904
6156,437,12,26,39054,0.7723032209999999
6157,676,78,25,39192,0.769249337
6158,3093,13,35,42527,0.7087793640000001
6159,832,75,31,39701,0.759188937
6160,555,4,33,35126,0.857957069
6161,546,1,31,28753,1.047982819
6162,1558,73,20,37452,0.804445156
6163,2853,65,16,43084,0.699267245
6164,2366,11,25,43669,0.689853672
6165,804,48,31,48318,0.623265036
6166,2721,25,14,43583,0.69094647
6167,2985,53,24,35501,0.848231317
6168,2556,131,6,50670,0.593981054
6169,2139,17,33,39954,0.752880813
6170,1580,12,19,43921,0.6847426059999999
6171,1442,39,38,43839,0.6859903279999999
6172,445,20,7,25212,1.192789148
6173,3265,99,14,22949,1.310371694
6174,2137,30,24,38890,0.7732345079999999
6175,911,2,71,43366,0.693311811
6176,850,16,43,36850,0.8158724559999999
6177,2197,40,20,42033,0.715229225
6178,1708,28,12,30510,0.985333661
6179,2171,44,14,45098,0.66660118
6180,878,131,24,41545,0.723575159
6181,1472,49,40,39878,0.753575405
6182,1353,11,28,49197,0.610798219
6183,1440,89,7,28827,1.042398793
6184,716,6,54,44607,0.6735492190000001
6185,1308,72,47,45604,0.6587753270000001
6186,948,1,51,43979,0.683107392
6187,1371,4,32,41538,0.723249555
6188,2743,1,23,37973,0.7911336999999999
6189,2331,2,45,49147,0.611232425
6190,579,18,12,38760,0.775
6191,2461,1,30,44171,0.6800554659999999
6192,2959,3,38,49972,0.601071
6193,2672,1,44,41014,0.732288243
6194,2028,119,25,39387,0.7624960009999999
6195,1904,49,24,39893,0.7527816909999999
6196,2146,12,42,44381,0.6766404540000001
6197,1320,9,24,48896,0.614131013
6198,2347,86,25,39224,0.7654800629999999
6199,2364,9,42,47924,0.626425799
6200,612,25,16,35686,0.841186179
6201,1278,100,31,38804,0.7735522109999999
6202,1576,69,24,39126,0.767081992
6203,716,77,13,20915,1.43498733
6204,822,5,36,42048,0.7135782909999999
6205,700,236,15,24581,1.220531711
6206,2140,17,37,44688,0.671266335
6207,3400,67,5,38854,0.772052298
6208,2161,134,27,50491,0.5940250739999999
6209,711,13,21,49712,0.603327768
6210,651,75,21,46099,0.6505997960000001
6211,2346,38,30,37833,0.79270531
6212,381,47,13,43179,0.6945211790000001
6213,372,37,27,44955,0.667037482
6214,904,35,32,38445,0.779924568
6215,2886,32,28,41408,0.724098725
6216,2474,119,43,35367,0.847706902
6217,513,19,27,39733,0.754502806
6218,529,106,24,39513,0.758672083
6219,1599,141,30,50620,0.592149348
6220,1168,188,23,35873,0.835571042
6221,1055,56,20,44200,0.678120814
6222,3083,123,28,44545,0.672774049
6223,1206,25,30,42357,0.707442453
6224,1007,40,18,36097,0.830094468
6225,2478,160,16,21950,1.3650760819999999
6226,644,1,30,35168,0.8519984079999999
6227,2592,26,22,35992,0.83248583
6228,951,13,27,45334,0.6608324879999999
6229,1847,89,26,39983,0.749085861
6230,1018,2,20,54874,0.545747713
6231,2586,40,28,38373,0.7801534929999999
6232,958,4,37,46035,0.650277615
6233,3058,17,42,44581,0.671428411
6234,1190,3,36,39208,0.763432463
6235,807,400,9,36331,0.823733176
6236,2983,85,22,31874,0.9388649059999999
6237,2067,9,17,40024,0.747475015
6238,2892,141,19,22209,1.347014724
6239,2356,176,12,42582,0.702412757
6240,3244,142,30,42894,0.697244836
6241,1082,184,41,40026,0.7470134409999999
6242,2103,162,18,28641,1.043908034
6243,913,105,22,40905,0.730715805
6244,2199,2,23,47811,0.624950116
6245,775,118,33,47104,0.6343057910000001
6246,2913,27,19,49916,0.59856539
6247,755,75,25,47765,0.625511148
6248,1072,61,10,28420,1.051
6249,1604,17,30,59005,0.506214728
6250,892,4,31,32355,0.923127183
6251,2332,29,25,43902,0.68014669
6252,597,11,33,44500,0.670973933
6253,1175,4,50,41759,0.71501353
6254,1638,21,39,37930,0.78715555
6255,2390,11,30,41725,0.715482325
6256,700,37,12,43937,0.679375925
6257,2416,14,39,43113,0.6922547720000001
6258,1088,21,25,41533,0.7185642740000001
6259,2260,84,26,32285,0.9243549640000001
6260,1914,4,27,29908,0.997749097
6261,2650,21,18,41359,0.7214204890000001
6262,1014,63,18,39545,0.7544526490000001
6263,907,14,42,45183,0.660308523
6264,1085,140,13,36812,0.8104609909999999
6265,990,80,25,47748,0.624777582
6266,1074,50,27,40195,0.7420241320000001
6267,2145,8,21,35233,0.846520875
6268,2716,100,38,42586,0.70019443
6269,1483,8,13,36120,0.825527962
6270,1829,20,19,21566,1.382596216
6271,633,108,22,37571,0.793556466
6272,1749,41,29,38183,0.780585339
6273,3039,25,25,37264,0.799800075
6274,1459,11,28,47917,0.6219867689999999
6275,1049,4,43,41316,0.72130821
6276,2915,15,42,42751,0.6969619420000001
6277,3041,28,24,35076,0.8494098529999999
6278,2034,40,29,41231,0.722596832
6279,1006,3,16,38031,0.7833559459999999
6280,555,2,12,37586,0.792501197
6281,2043,29,24,28110,1.059571683
6282,2923,41,21,47514,0.626821989
6283,1514,188,23,28653,1.0394182109999999
6284,976,75,45,50725,0.587091375
6285,2738,1,39,36560,0.8144655359999999
6286,2184,143,18,31819,0.935530658
6287,1859,24,23,39717,0.749463454
6288,433,96,4,36880,0.80708243
6289,2924,22,26,37006,0.8042893040000001
6290,1577,4,52,36976,0.8048672109999999
6291,1713,5,23,44428,0.669500315
6292,1978,31,34,50523,0.588628941
6293,1300,1,32,49853,0.5965277920000001
6294,1258,163,21,34486,0.862321812
6295,3187,10,23,22748,1.307227449
6296,2223,45,19,34838,0.85326827
6297,1172,74,26,41725,0.712403835
6298,773,11,22,39606,0.750505731
6299,839,444,4,37152,0.8
6300,1153,187,22,37636,0.7895791259999999
6301,1332,61,25,33147,0.8963462759999999
6302,535,18,13,29759,0.998270775
6303,468,36,24,35051,0.847214915
6304,2488,20,36,38044,0.780540427
6305,1801,28,37,42226,0.703181215
6306,1505,1,40,43573,0.68133546
6307,1342,46,45,51325,0.578415197
6308,1011,1,54,37294,0.796025098
6309,1690,33,31,37565,0.790277918
6310,558,42,27,39981,0.7423493659999999
6311,2824,13,32,37656,0.788115573
6312,2600,31,50,47053,0.630718551
6313,875,12,17,28297,1.04870693
6314,1970,20,32,47107,0.629793874
6315,808,7,39,46510,0.6378084279999999
6316,873,19,54,34487,0.86008496
6317,1479,42,12,40369,0.734679085
6318,566,4,40,28968,1.023811792
6319,1583,70,33,34960,0.848068078
6320,935,65,23,39297,0.754438507
6321,2467,66,30,46456,0.638149001
6322,456,43,16,50646,0.585347708
6323,1628,27,34,42800,0.69261215
6324,904,79,64,41846,0.7082540740000001
6325,3160,33,30,32468,0.91280276
6326,3029,11,35,42077,0.704313283
6327,2905,35,27,40336,0.7347109279999999
6328,2568,27,37,42416,0.698434317
6329,3083,14,43,43534,0.6804178340000001
6330,1732,11,28,36614,0.8089356529999999
6331,1624,6,33,42090,0.7036493229999999
6332,924,20,23,31366,0.944215392
6333,1078,143,32,36282,0.816230362
6334,1133,575,16,19804,1.495354474
6335,2772,125,31,42763,0.692363024
6336,546,5,17,23731,1.247497788
6337,1784,6,50,36822,0.80398213
6338,1349,90,36,39727,0.745185894
6339,923,24,33,44914,0.659096273
6340,913,390,30,39532,0.7488186790000001
6341,476,11,22,27650,1.070508861
6342,1509,32,39,40621,0.728597523
6343,3362,31,32,42185,0.7015771009999999
6344,1198,29,27,38555,0.767624692
6345,724,1,39,44137,0.6704780570000001
6346,649,11,14,40688,0.727289373
6347,3133,21,37,41249,0.7171941140000001
6348,2688,34,17,42792,0.6912876240000001
6349,1456,30,13,23375,1.265279572
6350,2159,1,37,47486,0.622821253
6351,3316,14,32,40206,0.7355536490000001
6352,2674,68,24,35804,0.825956597
6353,1541,8,22,35409,0.835145584
6354,2407,4,31,37007,0.799061259
6355,984,8,31,42227,0.700257418
6356,2591,24,27,37089,0.797077301
6357,464,7,17,21157,1.397045422
6358,1950,39,37,32490,0.909733149
6359,646,1,38,57315,0.515607782
6360,1876,7,28,35950,0.821872045
6361,1609,68,25,38690,0.763642802
6362,2270,60,20,38765,0.762049787
6363,1693,12,29,43411,0.6804595609999999
6364,1291,179,12,46292,0.638094487
6365,2992,8,23,38886,0.7595041920000001
6366,2797,96,38,44156,0.668828245
6367,2567,13,42,45370,0.650900595
6368,2147,99,22,44220,0.667803935
6369,2952,39,21,34547,0.854740209
6370,2967,15,27,42783,0.690182783
6371,2738,20,28,42320,0.697525284
6372,2867,6,34,36533,0.80800208
6373,709,13,38,38293,0.77081007
6374,2869,66,13,20513,1.4388080730000001
6375,607,28,22,40638,0.726241941
6376,1172,86,19,41838,0.7053202829999999
6377,2460,1,16,38434,0.76775121
6378,1192,5,24,21909,1.346645214
6379,3253,28,33,52552,0.561352946
6380,2978,28,35,44882,0.657065416
6381,590,166,17,39474,0.747058824
6382,893,14,32,30811,0.957023466
6383,1132,34,24,37646,0.7832513409999999
6384,2645,105,4,48928,0.6025
6385,2312,76,26,41952,0.702556493
6386,1137,79,34,44553,0.66151707
6387,418,11,27,41262,0.7141406140000001
6388,2735,74,41,43239,0.681449155
6389,980,159,18,49218,0.598625097
6390,2048,27,37,37152,0.79298638
6391,1419,36,20,39920,0.7379596690000001
6392,2245,89,24,40479,0.727754144
6393,2498,2,28,45938,0.641253646
6394,775,18,13,33621,0.876011421
6395,2304,39,28,41674,0.7066566679999999
6396,2991,3,30,38534,0.764231847
6397,1845,4,18,51185,0.5753173779999999
6398,1166,2,33,37908,0.776768228
6399,3371,267,24,45656,0.644834852
6400,2506,4,21,26648,1.104794731
6401,2831,10,12,35164,0.8371763740000001
6402,955,12,33,52073,0.56529257
6403,1211,3,23,40866,0.7200621540000001
6404,2096,14,31,42030,0.700080895
6405,1149,62,26,44168,0.666166229
6406,2931,70,27,40490,0.726579402
6407,1945,1,30,35596,0.8263332959999999
6408,2918,63,16,37522,0.783911305
6409,3270,5,24,34704,0.8475
6410,610,22,37,43975,0.668796362
6411,3408,13,30,49022,0.599879646
6412,2863,7,23,27143,1.083308035
6413,1445,15,23,36377,0.808240097
6414,2897,177,27,31733,0.9264519590000001
6415,1831,68,22,43250,0.67969896
6416,1974,9,31,38459,0.764369328
6417,2336,14,32,35337,0.831798115
6418,803,60,18,44395,0.66199144
6419,3081,224,22,30209,0.9725277240000001
6420,1189,16,23,38783,0.757424645
6421,3185,5,37,40139,0.73171803
6422,2124,8,29,30829,0.952601122
6423,2923,60,22,49469,0.593544644
6424,1582,45,23,40110,0.732034405
6425,1312,17,34,39991,0.734112425
6426,1827,175,3,36696,0.8
6427,2484,3,33,46615,0.629665558
6428,986,24,47,33612,0.8731774370000001
6429,584,23,15,31920,0.919333333
6430,769,257,29,33843,0.8670555209999999
6431,906,70,14,38455,0.763066441
6432,1627,13,43,38534,0.7614919290000001
6433,2248,44,34,39820,0.73686665
6434,2068,2,28,47670,0.615424586
6435,1891,27,30,41948,0.699270525
6436,699,21,18,32226,0.910043133
6437,3090,79,20,38196,0.767792701
6438,1882,123,39,44127,0.664582682
6439,620,13,25,47130,0.622157861
6440,2929,13,28,46755,0.627140841
6441,1622,19,46,39404,0.7441011059999999
6442,557,34,22,42169,0.695232517
6443,1206,54,34,47271,0.620192295
6444,2332,26,23,35919,0.815898828
6445,903,10,31,37255,0.786492283
6446,900,69,22,47948,0.611088262
6447,3119,30,54,36148,0.810568773
6448,1538,2,26,44442,0.659284011
6449,747,5,38,35112,0.834447767
6450,2565,149,12,28613,1.023931779
6451,1183,10,26,37397,0.7834018770000001
6452,3185,104,18,21907,1.337147031
6453,1605,11,21,38881,0.75336514
6454,3213,36,22,43258,0.676974895
6455,1011,147,23,37130,0.7886708859999999
6456,3292,9,28,43670,0.670539043
6457,2528,124,23,37392,0.782989142
6458,1387,5,40,43212,0.677468527
6459,1321,11,33,34134,0.8574857909999999
6460,1922,96,22,40642,0.720119827
6461,2878,106,30,50219,0.5827893829999999
6462,2456,116,41,34787,0.8412162590000001
6463,2211,1,46,43748,0.66862348
6464,1368,56,32,30722,0.951989779
6465,1707,89,27,41211,0.709666351
6466,2790,10,21,20762,1.408440902
6467,2227,4,15,23268,1.256709214
6468,2901,51,18,44055,0.6636631479999999
6469,1456,1,32,39658,0.7372320840000001
6470,2077,132,17,41092,0.711446024
6471,954,27,32,32965,0.8868405890000001
6472,521,19,27,40205,0.7270411640000001
6473,638,72,24,38905,0.751245855
6474,2280,69,40,40676,0.718491002
6475,2558,14,45,39850,0.733348557
6476,540,42,15,42647,0.6851619109999999
6477,981,1,22,38235,0.764126324
6478,2845,97,23,43022,0.679024917
