,L,R,F,M,C,K
12626,1093,285,22,26991,0.6805520359999999,C
12627,1107,13,28,27525,0.6673293370000001,A
12628,1162,22,9,20934,0.8771835290000001,A
12629,1584,25,23,30261,0.606793232,A
12630,534,11,13,23648,0.77646228,C
12631,972,58,11,23510,0.78099362,A
12632,958,124,24,22917,0.8011930009999999,B
12633,2481,177,16,19186,0.956874805,A
12634,3378,176,32,29259,0.627399433,B
12635,2517,16,18,27755,0.661374527,A
12636,3399,15,10,12823,1.431477813,B
12637,530,34,15,25258,0.7267285609999999,A
12638,464,31,17,28190,0.651105357,A
12639,1172,29,20,22158,0.828294972,A
12640,713,40,3,22752,0.806666667,C
12641,746,10,10,33449,0.548692039,B
12642,663,43,8,31810,0.576880855,C
12643,1118,84,26,31029,0.5913661410000001,B
12644,1399,557,2,24464,0.75,C
12645,1341,182,2,24464,0.75,A
12646,1427,331,2,24464,0.75,A
12647,410,245,2,24464,0.75,A
12648,1021,405,2,24464,0.75,C
12649,868,444,2,24464,0.75,C
12650,1180,532,2,24464,0.75,C
12651,886,672,2,24464,0.75,C
12652,831,653,2,24464,0.75,C
12653,1598,592,2,24464,0.75,C
12654,2071,583,2,24464,0.75,C
12655,660,653,2,24464,0.75,C
12656,520,270,2,24464,0.75,A
12657,2089,40,27,19967,0.9188561129999999,B
12658,2707,33,17,26118,0.702449652,C
12659,1170,430,3,21287,0.861867807,C
12660,915,12,19,20620,0.889616877,A
12661,2143,119,10,26211,0.699836328,B
12662,1706,15,11,22358,0.820315323,A
12663,611,48,23,24719,0.741950322,B
12664,2777,41,19,26931,0.680971743,A
12665,1232,18,11,13630,1.3454746880000001,A
12666,421,36,16,33150,0.55318552,A
12667,3070,69,14,22528,0.8139990229999999,C
12668,1083,349,11,29135,0.6293255529999999,C
12669,2606,23,23,26147,0.701143917,A
12670,771,119,19,23400,0.783440171,B
12671,686,27,21,28273,0.648356382,A
12672,893,430,10,14262,1.285191418,C
12673,2678,138,18,20282,0.903664826,B
12674,556,88,18,24750,0.740493333,C
12675,682,7,16,31819,0.575945504,A
12676,1744,149,19,33784,0.542430736,A
12677,2768,137,16,29536,0.620396127,A
12678,1256,78,10,15062,1.216350418,A
12679,409,7,22,23478,0.780282818,A
12680,1601,114,16,20968,0.8735797409999999,C
12681,1584,427,18,20482,0.8941753729999999,C
12682,1800,63,12,12726,1.438988685,A
12683,2234,501,8,12208,1.5,C
12684,660,213,23,28731,0.637314399,C
12685,1594,76,13,22894,0.799717393,B
12686,2295,20,9,31446,0.5822222220000001,A
12687,2562,20,24,33048,0.553998427,B
12688,2985,25,15,23985,0.763324578,A
12689,655,120,13,19204,0.9532024579999999,A
12690,1092,1,14,23018,0.7952037540000001,A
12691,2151,73,8,23242,0.787479563,A
12692,3125,67,29,25922,0.7060330990000001,C
12693,1509,4,12,32600,0.561359509,A
12694,1072,166,18,27590,0.663267488,A
12695,3084,142,12,23812,0.76846548,A
12696,472,12,13,30186,0.606153846,A
12697,1497,11,17,22921,0.798236115,A
12698,467,2,26,32248,0.567351774,A
12699,1841,8,5,24514,0.74633434,B
12700,765,282,26,27019,0.677059477,B
12701,2312,116,11,25375,0.7208524140000001,B
12702,2566,27,17,28521,0.641330949,A
12703,570,153,19,25155,0.727138939,B
12704,621,10,36,23461,0.7795204809999999,A
12705,1575,158,5,26203,0.697890318,A
12706,1223,123,27,28415,0.643516101,C
12707,1021,11,19,27946,0.654292206,A
12708,2948,101,14,20119,0.9086723990000001,A
12709,487,4,26,27475,0.665306642,A
12710,1232,9,19,26698,0.6846569029999999,C
12711,637,46,5,23512,0.7773936709999999,C
12712,2030,1,15,24831,0.736093995,A
12713,1848,36,25,23373,0.78199846,C
12714,1606,42,20,27740,0.658864095,A
12715,370,59,15,29374,0.622200926,A
12716,1357,107,16,23006,0.7943992870000001,B
12717,1672,5,24,22175,0.824148365,C
12718,525,37,25,27055,0.675487341,A
12719,517,22,17,23337,0.783092943,A
12720,2351,103,18,27823,0.656728246,C
12721,3116,319,18,23808,0.767426915,C
12722,1277,9,36,21310,0.857380103,B
12723,1094,121,14,25334,0.721129707,A
12724,1824,2,24,26242,0.6961272009999999,A
12725,2068,72,14,27537,0.6633798160000001,C
12726,954,171,15,20848,0.876172295,C
12727,1534,46,12,28663,0.63724802,A
12728,2673,4,11,22313,0.818471295,A
12729,2205,123,22,25485,0.7165611140000001,B
12730,1207,131,17,23650,0.772134038,C
12731,1030,88,20,21499,0.849362761,B
12732,572,177,4,20188,0.9043099859999999,A
12733,373,2,15,24019,0.7599333859999999,A
12734,1172,3,19,25304,0.7213286440000001,A
12735,2406,39,12,19374,0.94206359,A
12736,396,17,9,30311,0.602086041,A
12737,686,566,7,22610,0.807142857,C
12738,820,46,25,29967,0.6088564089999999,A
12739,3088,27,25,34516,0.528595724,C
12740,1846,217,12,15369,1.186863166,A
12741,2410,16,15,29047,0.62783661,B
12742,2955,83,19,22904,0.796219001,B
12743,756,92,21,29199,0.624478236,B
12744,2188,96,8,13348,1.365806862,A
12745,3390,68,19,28570,0.638106405,A
12746,1646,29,19,19486,0.935525505,B
12747,3236,5,16,21096,0.8640950890000001,A
12748,1354,95,23,21031,0.86672531,A
12749,1500,3,14,26108,0.698146545,A
12750,1655,5,14,16118,1.130807793,A
12751,397,23,13,21415,0.851073547,A
12752,2674,90,2,24464,0.745,A
12753,2077,14,21,24560,0.74204316,B
12754,737,8,30,30281,0.601848354,A
12755,2427,30,15,22229,0.819842548,A
12756,1535,43,12,27928,0.652543684,A
12757,1020,9,15,31412,0.58016586,A
12758,937,5,19,20260,0.899510365,A
12759,710,285,16,30617,0.59519548,C
12760,3094,2,23,25941,0.7024752320000001,B
12761,1159,2,22,24107,0.7558953829999999,A
12762,2336,77,13,24344,0.7485359840000001,B
12763,2257,82,29,22603,0.80610096,C
12764,734,51,23,24052,0.7574650759999999,A
12765,2261,60,28,24807,0.734406014,A
12766,564,26,17,21773,0.8367142790000001,A
12767,2131,100,20,21462,0.848786693,B
12768,2695,59,24,22325,0.8159175809999999,B
12769,3140,36,21,26400,0.689975758,B
12770,2417,12,18,25284,0.720413305,A
12771,966,242,6,21356,0.852910189,A
12772,1314,6,25,27485,0.662676005,A
12773,510,18,17,31199,0.583729607,A
12774,1193,273,4,19243,0.94635192,A
12775,3384,381,3,18352,0.992274412,C
12776,1706,4,13,24350,0.747783573,A
12777,1979,7,27,28202,0.64563648,B
12778,1076,336,17,26584,0.6848875259999999,C
12779,1745,109,36,24905,0.731003814,A
12780,1340,162,3,22752,0.8,C
12781,2803,2,25,33174,0.548601314,A
12782,624,168,13,24429,0.744971141,C
12783,766,20,22,23136,0.7865179809999999,A
12784,2243,6,26,23486,0.774792642,C
12785,2827,125,31,29855,0.609437615,C
12786,856,13,20,35321,0.515051669,A
12787,959,30,24,32003,0.568392963,B
12788,2405,6,21,23513,0.7736265040000001,A
12789,942,161,29,31314,0.580873411,B
12790,2479,6,17,24154,0.7530607770000001,B
12791,3416,270,17,23874,0.7618245790000001,C
12792,1934,17,27,26066,0.697745339,B
12793,1667,15,19,27476,0.6618863739999999,B
12794,1797,49,18,22659,0.8025879340000001,A
12795,3037,10,15,27466,0.66200466,A
12796,614,77,20,24606,0.7389409090000001,A
12797,3145,24,16,25431,0.7148956,C
12798,1521,298,8,13505,1.346205109,A
12799,741,96,20,28255,0.643442223,C
12800,2538,83,18,28953,0.627798156,C
12801,1450,70,30,26383,0.688939848,C
12802,891,56,18,30275,0.600347481,B
12803,485,76,3,22814,0.7966625759999999,A
12804,506,19,17,23010,0.789860495,A
12805,1647,3,25,27722,0.65538345,A
12806,1518,176,6,12234,1.485,C
12807,1978,402,12,24498,0.741580945,C
12808,396,39,25,28425,0.639059631,A
12809,1587,19,21,22058,0.823521625,C
12810,2291,50,16,28281,0.642160107,A
12811,1017,12,31,30156,0.602208847,A
12812,1160,109,26,20473,0.8870258390000001,C
12813,1367,11,19,31520,0.57613769,C
12814,1962,78,14,24469,0.742142303,B
12815,2785,17,11,22975,0.790344287,A
12816,1937,13,22,25703,0.706451387,B
12817,3071,80,14,21346,0.850639464,A
12818,522,75,15,29505,0.6153333329999999,A
12819,967,35,25,25354,0.716063343,C
12820,1482,31,19,27617,0.65727885,A
12821,1319,85,22,23781,0.763161768,B
12822,1625,20,22,27179,0.667728761,A
12823,3360,28,16,26616,0.6818387440000001,A
12824,702,234,16,21313,0.851482194,B
12825,1608,39,24,33064,0.548859485,C
12826,880,282,20,25801,0.703314213,C
12827,1041,67,25,29470,0.615724466,B
12828,2528,6,26,27829,0.652014086,A
12829,2490,45,26,26099,0.6952331509999999,B
12830,1208,32,15,27327,0.663989827,A
12831,3338,196,7,13203,1.374287662,C
12832,2480,66,21,24927,0.727905083,A
12833,803,389,12,23796,0.7625,C
12834,1366,2,13,20335,0.8922557170000001,A
12835,1938,71,16,25204,0.71984923,A
12836,3257,4,22,31242,0.5806539270000001,A
12837,2706,130,12,26267,0.690582861,A
12838,2722,139,19,23515,0.7713604079999999,A
12839,2474,71,21,29708,0.6104981820000001,A
12840,3386,102,18,24745,0.732927056,A
12841,1962,102,15,22601,0.8024273259999999,A
12842,1588,25,19,26898,0.6741873,A
12843,2674,42,22,19365,0.936434289,A
12844,900,109,16,22195,0.816991665,A
12845,3216,107,10,27330,0.663478961,A
12846,1797,2,14,22988,0.788793718,A
12847,661,35,30,33890,0.5349235760000001,A
12848,2960,18,11,29645,0.611445775,A
12849,1532,97,17,21324,0.8500140690000001,C
12850,892,27,18,25065,0.723123878,B
12851,452,18,12,23796,0.7616666670000001,A
12852,1461,37,21,31051,0.5836823289999999,B
12853,2251,69,19,21343,0.849162723,A
12854,3262,96,14,26780,0.676712845,B
12855,662,34,10,23621,0.767119936,A
12856,509,75,11,13827,1.310292905,A
12857,1575,156,8,26127,0.693272477,B
12858,3146,180,12,23552,0.769027683,A
12859,1623,10,11,18427,0.982903348,A
12860,458,47,20,22613,0.80080352,A
12861,687,49,7,26194,0.69129419,B
12862,1628,24,10,24051,0.752886782,A
12863,1081,29,17,31733,0.570515552,A
12864,1381,1,16,29993,0.6036078420000001,A
12865,395,354,2,24464,0.74,A
12866,407,221,2,24464,0.74,A
12867,474,35,9,24433,0.740920476,A
12868,587,5,16,27644,0.6548531329999999,A
12869,1162,115,11,13334,1.3576218690000001,B
12870,1004,14,15,23378,0.77433955,A
12871,1156,46,19,24049,0.752644601,B
12872,621,14,20,23167,0.781285881,A
12873,973,79,3,22814,0.7933374240000001,A
12874,457,86,3,22814,0.7933198909999999,A
12875,2923,183,9,29484,0.613840388,C
12876,458,28,23,29473,0.6140145220000001,A
12877,2169,33,32,37046,0.48846056299999996,A
12878,2346,200,7,19240,0.9404766109999999,B
12879,2212,25,18,25463,0.710593803,A
12880,1582,28,20,30295,0.5971992079999999,A
12881,389,195,12,22558,0.8019115170000001,A
12882,1367,81,13,13593,1.330791584,A
12883,1079,15,20,28099,0.643686964,C
12884,1848,65,25,31713,0.5703024,A
12885,3418,20,35,19277,0.938112258,A
12886,796,8,33,23975,0.754213556,A
12887,979,12,20,20987,0.861541907,C
12888,749,30,26,28121,0.6429586429999999,A
12889,1212,13,21,25209,0.717222817,A
12890,3082,101,10,25150,0.718844135,A
12891,1448,218,14,22884,0.790014421,C
12892,2191,78,32,22703,0.7962634890000001,A
12893,2342,400,15,22055,0.8196191340000001,C
12894,2149,16,12,20989,0.8612153990000001,A
12895,936,62,19,22968,0.7869292059999999,B
12896,2897,77,3,22783,0.793301585,A
12897,747,170,14,27908,0.64753834,B
12898,1251,305,14,22759,0.794002812,B
12899,1479,98,9,16443,1.098950313,A
12900,3373,229,22,29534,0.6118209520000001,A
12901,1293,11,33,29475,0.613020865,A
12902,1600,19,22,24518,0.736904723,B
12903,2713,58,17,24585,0.7348602809999999,A
12904,3125,4,16,18547,0.974080983,A
12905,1543,29,17,20736,0.8712080440000001,C
12906,2080,138,9,28241,0.63958925,C
12907,1132,28,18,25456,0.7094107479999999,A
12908,2430,136,20,24623,0.733326565,B
12909,2303,38,28,28735,0.62836854,A
12910,1440,18,16,21393,0.84393166,A
12911,1103,21,13,18976,0.951270025,A
12912,2030,132,25,32184,0.5607879689999999,C
12913,2844,7,18,23468,0.7690092890000001,A
12914,2429,14,24,21421,0.8422720690000001,A
12915,694,40,11,27701,0.651207899,A
12916,1336,123,15,22621,0.7974041820000001,B
12917,958,27,27,28767,0.627027497,A
12918,806,30,18,26752,0.67425314,A
12919,435,98,17,26263,0.68672467,A
12920,1158,432,6,12022,1.5,C
12921,2944,108,12,25608,0.7041666670000001,A
12922,904,48,13,27514,0.655275133,A
12923,597,20,21,29159,0.618241366,A
12924,1266,82,13,27718,0.650356086,B
12925,1042,3,22,23730,0.7595701640000001,B
12926,1225,68,18,21821,0.825832455,A
12927,3137,18,21,23491,0.76705036,A
12928,3254,8,22,30514,0.590501081,A
12929,2358,46,17,21987,0.8194342109999999,C
12930,1663,8,20,21996,0.819052555,B
12931,746,14,15,27307,0.6597183870000001,A
12932,2556,18,18,26017,0.6923430829999999,C
12933,933,122,13,27742,0.649230769,B
12934,932,3,17,23037,0.7817011759999999,A
12935,2050,102,16,20577,0.8751183359999999,B
12936,845,60,25,28312,0.636003815,A
12937,2288,138,14,19025,0.946419448,C
12938,656,327,14,26318,0.6841534309999999,C
12939,972,43,11,19186,0.93845773,B
12940,650,102,21,18603,0.9678471209999999,C
12941,867,23,26,23253,0.774278158,C
12942,3204,27,25,23534,0.765,B
12943,725,130,15,19097,0.942737603,C
12944,3029,2,17,27035,0.6658786760000001,B
12945,487,10,8,26601,0.676730574,A
12946,2744,24,13,22621,0.795681889,C
12947,1394,36,24,19633,0.9166046959999999,A
12948,691,160,8,21208,0.848479819,B
12949,1571,10,27,20630,0.8721555990000001,A
12950,573,63,8,23901,0.752701561,A
12951,3188,15,24,34616,0.5197053389999999,A
12952,2909,301,20,23706,0.758828988,C
12953,1217,31,10,15019,1.197643651,A
12954,2108,105,12,24872,0.723181489,A
12955,2445,32,20,26421,0.680782711,B
12956,520,6,23,20937,0.859002722,A
12957,598,44,21,24284,0.7405674520000001,A
12958,865,120,9,12615,1.4255029730000002,C
12959,395,1,11,19493,0.922491664,A
12960,1305,368,19,21576,0.833384316,C
12961,1116,77,2,24464,0.735,A
12962,547,60,2,24464,0.735,A
12963,522,8,32,35580,0.505339236,A
12964,1747,370,8,15263,1.177995807,C
12965,431,40,16,22424,0.801753924,A
12966,837,77,16,40836,0.44023876,A
12967,1054,10,21,26356,0.6820962970000001,A
12968,2182,16,14,27269,0.659195423,B
12969,2855,138,19,26348,0.6822001670000001,A
12970,825,39,3,22752,0.79,A
12971,1021,23,28,20852,0.8619705540000001,B
12972,870,414,16,25482,0.705319441,C
12973,1543,49,21,20284,0.885939657,A
12974,2109,83,10,19579,0.917618877,C
12975,2665,11,26,27759,0.646980439,B
12976,3287,58,7,20532,0.874683421,B
12977,1217,206,5,22336,0.8039613179999999,A
12978,409,3,16,30252,0.593579929,A
12979,1399,9,15,20685,0.868036258,B
12980,1517,117,22,29758,0.6033349020000001,A
12981,2493,73,17,23473,0.764873259,B
12982,472,6,23,28184,0.636991555,A
12983,947,36,18,27173,0.660539138,A
12984,3301,14,22,16782,1.069408295,A
12985,886,247,9,23787,0.7544444440000001,B
12986,1770,23,17,26425,0.679095175,A
12987,3281,52,9,13850,1.295376895,C
12988,1682,12,21,29540,0.6072471229999999,C
12989,2246,22,24,31925,0.561874706,C
12990,488,103,12,23535,0.762052263,A
12991,3334,4,19,22970,0.780730953,A
12992,1118,21,20,28666,0.6255009420000001,A
12993,2868,148,14,26488,0.6769106770000001,B
12994,1158,67,23,25297,0.708778907,B
12995,1393,79,5,28743,0.623799534,B
12996,2172,32,17,22370,0.801470273,A
12997,747,12,7,25984,0.689993073,A
12998,1187,20,23,27438,0.65341971,A
12999,723,41,21,27065,0.662413819,C
13000,1635,9,27,26574,0.6745476779999999,B
13001,1175,9,54,23841,0.751859402,B
13002,611,16,33,26898,0.6664064239999999,A
13003,604,74,23,27878,0.642965421,A
13004,916,316,22,22896,0.7827721,C
13005,1568,245,31,25101,0.7139854990000001,C
13006,2017,10,22,28051,0.63889487,A
13007,936,63,13,22847,0.784411082,A
13008,653,2,11,34207,0.523900079,C
13009,1240,132,26,37900,0.472824274,A
13010,2331,117,10,13509,1.326511215,C
13011,2743,74,20,28857,0.620942925,C
13012,2690,134,14,19521,0.9178694740000001,A
13013,1071,2,22,29070,0.616349845,A
13014,434,34,16,29645,0.604363636,A
13015,944,1,7,22795,0.7859122609999999,A
13016,1846,22,16,24376,0.7349134390000001,C
13017,367,8,18,31921,0.561197018,A
13018,770,34,20,21199,0.844796453,B
13019,2267,260,13,16190,1.106133416,C
13020,2491,101,16,26404,0.678231329,A
13021,2522,23,12,28951,0.618508514,C
13022,660,379,30,22959,0.7798314390000001,C
13023,1655,26,20,21773,0.822284021,C
13024,1673,18,15,30102,0.5946515179999999,A
13025,2639,78,6,19371,0.924059161,C
13026,2342,135,8,27987,0.639561939,A
13027,1054,454,17,22518,0.794815259,C
13028,2139,19,14,18712,0.9564471999999999,A
13029,866,65,14,20446,0.8752191140000001,C
13030,2913,108,12,25737,0.6952783929999999,B
13031,1372,4,18,18901,0.9466557329999999,A
13032,1441,5,15,21819,0.8199738759999999,A
13033,429,40,17,26612,0.672282429,A
13034,504,11,15,25704,0.6959531590000001,A
13035,2681,32,19,22094,0.80961528,A
13036,2687,51,40,25323,0.706356277,A
13037,1254,10,23,22394,0.798682683,A
13038,2048,115,14,24443,0.731727693,A
13039,2348,20,15,20654,0.865921855,C
13040,888,135,6,12110,1.4768199830000002,C
13041,1531,17,22,26351,0.6785602059999999,B
13042,2342,103,7,18104,0.987655767,A
13043,2221,185,3,24381,0.7333333329999999,A
13044,384,329,4,32508,0.55,A
13045,1007,88,7,20688,0.864167633,B
13046,3402,291,6,23330,0.7662957570000001,A
13047,2212,11,29,30586,0.5845007520000001,A
13048,536,5,17,26091,0.6851902959999999,A
13049,1183,156,22,27774,0.643591128,A
13050,420,143,13,27274,0.655384615,A
13051,1831,173,8,19038,0.9389053470000001,C
13052,486,22,22,28198,0.633799915,A
13053,1659,1,20,34500,0.517988116,A
13054,883,113,14,22924,0.779546327,B
13055,2315,34,21,22402,0.797696634,A
13056,443,188,26,27869,0.64120887,A
13057,3420,236,20,34122,0.523694391,C
13058,3196,84,18,21202,0.842820017,A
13059,762,8,9,18402,0.970965112,A
13060,2015,315,11,19769,0.903811523,B
13061,943,31,17,25301,0.706106873,B
13062,834,25,10,23096,0.773513162,C
13063,2546,24,13,23371,0.764396046,A
13064,1039,37,13,30898,0.578182083,B
13065,1922,56,3,25750,0.693763107,A
13066,893,12,23,23871,0.74831134,A
13067,714,235,19,24810,0.719879081,C
13068,1261,95,18,25622,0.697055265,B
13069,1300,38,22,25755,0.693330615,B
13070,3042,71,13,24122,0.740256198,C
13071,1948,23,22,28181,0.633631525,A
13072,3046,39,18,29449,0.60632721,C
13073,2925,137,10,24967,0.7151415870000001,A
13074,2522,7,19,27021,0.660592132,A
13075,442,211,3,22783,0.783356011,C
13076,2456,157,4,24002,0.7434688779999999,A
13077,3169,29,21,25129,0.710107446,B
13078,2035,2,16,23665,0.753980139,A
13079,1277,52,16,24922,0.7159469540000001,A
13080,935,39,20,23393,0.7626426709999999,B
13081,700,19,19,25177,0.708484728,A
13082,961,47,21,23784,0.749978977,B
13083,2180,427,7,13206,1.3505868540000001,C
13084,860,118,13,23016,0.774875304,C
13085,1894,36,25,22800,0.782196491,A
13086,815,42,9,23817,0.748660201,C
13087,2000,135,19,19944,0.893972122,A
13088,2061,33,16,22095,0.806941389,A
13089,2181,8,27,20714,0.8607367,A
13090,954,6,24,25470,0.699989792,A
13091,1291,1,17,24508,0.727460013,B
13092,2438,66,19,19589,0.91009393,A
13093,1440,145,12,16117,1.1059738159999999,B
13094,894,51,17,20058,0.888577625,A
13095,496,28,14,27014,0.659737914,A
13096,1346,57,18,26150,0.6814401529999999,C
13097,690,195,15,21669,0.822342517,C
13098,2618,10,20,23539,0.7570130420000001,A
13099,1109,293,11,29579,0.602424017,A
13100,382,8,15,26937,0.661483461,A
13101,611,186,10,27597,0.645635033,C
13102,2465,12,16,26682,0.667711941,A
13103,2943,265,23,28434,0.626554829,C
13104,2616,1,23,22581,0.788900846,B
13105,1224,31,18,19501,0.913264448,A
13106,1487,89,21,24168,0.736904585,A
13107,931,102,18,31027,0.573965256,A
13108,452,5,16,22918,0.777012392,A
13109,377,10,8,29192,0.61,A
13110,771,39,22,26345,0.675912317,B
13111,3178,218,15,28387,0.6272903089999999,C
13112,1955,39,15,24056,0.740212005,A
13113,2903,107,32,25928,0.686740204,A
13114,2782,163,20,25210,0.7062701309999999,B
13115,538,4,28,21146,0.841965856,A
13116,2481,30,14,19908,0.894264617,A
13117,2652,80,16,21416,0.8312448640000001,A
13118,2912,68,6,23230,0.7663125270000001,C
13119,485,242,6,25916,0.68677265,C
13120,3408,5,8,12472,1.42704458,A
13121,1548,4,13,23894,0.74487319,A
13122,413,34,14,27910,0.6376692939999999,A
13123,501,6,21,23949,0.743122886,A
13124,1726,18,26,26250,0.6779706670000001,C
13125,481,43,14,23717,0.7503293000000001,A
13126,1048,5,16,27550,0.6458733210000001,A
13127,514,4,22,23379,0.761053082,A
13128,878,140,15,28552,0.623108013,B
13129,735,235,12,21547,0.825650903,C
13130,983,31,24,25060,0.709849162,B
13131,2608,389,14,17972,0.98966726,C
13132,1486,20,26,23741,0.749117982,B
13133,2183,163,11,18000,0.987955556,C
13134,533,11,18,28738,0.618765746,A
13135,3133,4,14,26344,0.6749897509999999,A
13136,2405,12,19,25270,0.7036671940000001,A
13137,919,348,16,22837,0.7786048959999999,C
13138,1045,23,22,23108,0.769439155,A
13139,3276,45,20,27844,0.638521405,A
13140,2742,247,32,21172,0.839715662,C
13141,1479,126,11,25430,0.6991038140000001,B
13142,1934,49,23,25754,0.690293547,A
13143,1311,157,20,21298,0.83471218,B
13144,375,16,17,21471,0.82797308,A
13145,3133,23,19,24847,0.715474705,A
13146,3316,6,22,28795,0.617367946,A
13147,1364,42,11,28397,0.626015776,A
13148,2241,39,23,24428,0.727721058,B
13149,884,85,5,25368,0.700605487,B
13150,1020,65,12,24438,0.7272493659999999,A
